name,type,size,environment,cr,hp,ac,str,dex,con,int,wis,cha,speed_walk,speed_fly,speed_swim,speed_burrow,speed_climb,damage_resistances,damage_immunities,damage_vulnerabilities,resist_count,immune_count,vuln_count,senses_count,blindsight,darkvision,tremorsense
Desert Giant,Giant,Huge,,9,175,17,27,10,22,13,18,15,40,0,0,0,0,,fire,,0,1,0,1,0,0,0
Desert Slime,Ooze,Large,,3,75,8,17,6,14,2,10,1,20,0,0,0,0,,"acid, fire",,0,2,0,2,1,0,0
Desert Troll,Giant,Large,,6,105,15,20,13,20,9,12,7,30,0,0,30,0,,fire,,0,1,0,2,0,1,0
Desert Giant,Giant,Huge,,9,175,17,27,10,22,13,18,15,40,0,0,0,0,False,fire,False,1,1,1,1,0,0,0
Despair And Anger,Celestial,Large,,10,161,16,19,16,18,10,16,19,40,40,0,0,0,"necrotic, radiant",,,2,0,0,2,0,0,0
Destroyer,Humanoid,Medium,,3,60,15,16,12,17,10,10,13,30,0,0,0,0,necrotic,,,1,0,0,2,0,1,0
Deva,Celestial,Medium,"Temple, Astral Plane",10,136,17,18,18,18,17,20,20,30,90,0,0,0,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",,,4,0,0,2,0,1,0
Deva,Celestial,Medium,,10,153,17,18,18,18,18,20,20,30,90,0,0,0,radiant; damage from nonmagical weapons,,,2,0,0,2,0,0,0
Deva,Celestial,medium,,10,165,17,18,18,18,16,28,28,30,90,0,0,0,Angelic Resilience,Angelic Resilience,,1,1,0,1,0,1,0
Devil Bough,Fiend,Huge,,6,114,14,18,10,17,10,10,8,10,0,0,0,0,,"fire, poison",,0,2,0,2,0,0,1
"Devil, Devilflame Juggler",Fiend,Large,,13,178,18,17,21,20,13,14,19,40,0,0,0,20,cold; nonmagic B/P/S attacks not made w/silvered weapons,"fire, poison",,2,2,0,2,0,1,0
"Devil, Infernal Tutor",Fiend,Medium,,13,182,17,10,16,15,18,20,21,30,0,0,0,0,"cold; bludgeoning, piercing &amp; slashing from nonmagical attacks not made w/silvered weapons","fire, poison",,4,2,0,2,0,1,0
"Devil, Infernal Tutor, Lesser",Fiend,Medium,,7,110,15,10,16,15,14,17,18,30,0,0,0,0,cold; nonmagic B/P/S attacks not made w/silver weapons,"fire, poison ",,2,2,0,2,0,1,0
"Devil, Maelstrom",Fiend,Large,,12,195,17,17,16,15,19,12,21,30,40,120,0,0,cold; nonmagical B/P/S attacks,"fire, lightning, poison",,2,3,0,2,0,1,0
"Devil, Moldering",Fiend,Small,,1/2,27,13,14,10,12,10,14,6,30,0,0,0,0,cold,"fire, poison",,1,2,0,2,0,1,0
"Devil, Rimepacted",Fiend,Medium,,6,91,15,18,12,15,9,13,16,30,0,0,20,0,nonmagic B/P/S attacks not made w/silvered weapons,"cold, fire, poison",,1,3,0,2,0,1,0
Devil Shark,Monstrosity,Gargantuan,,13,198,16,24,14,22,14,20,14,0,0,60,0,0,fire,cold,,1,1,0,2,1,0,0
Devilbound Gnomish Prince,Humanoid,Small,,9,104,12,10,14,15,16,12,22,25,0,0,0,0,"cold, fire, poison; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",,,6,0,0,2,0,1,0
Devilbound Gnome,Humanoid,Small,,9,104,17,10,14,15,16,12,21,25,0,0,0,0,"cold, fire, poison; bludgeoning, piercing, and slashing damage from nonmagical attacks not made with silvered weapons",False,False,6,1,1,2,0,1,0
Devouring Angel,Aberration,Large,,12,220,15,20,15,21,7,17,14,40,0,0,0,40,,,,0,0,0,2,1,0,0
Dhampir,Humanoid,Medium,,1,32,15,12,15,14,10,10,16,30,0,0,0,0,necrotic,,,1,0,0,2,0,1,0
Dhampir Commander,Humanoid,Medium,,7,97,17,14,17,16,14,12,19,30,0,0,0,0,necrotic,,,1,0,0,2,0,1,0
Dimensional Shambler,Aberration,Large,,9,102,16,22,21,17,21,16,13,30,0,0,0,0,"acid, cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks",poison,,6,1,0,2,0,1,0
Diminution Drake,Dragon,Medium,,5,71,15,14,18,12,6,13,10,30,60,0,0,0,,poison,,0,1,0,2,1,0,0
"Dinosaur, Guardian Archaeopteryx",Beast,Small,,2,36,15,7,14,13,5,14,12,15,50,0,0,0,poison,,,1,0,0,1,0,0,0
"Dinosaur, Jeholopterus",Beast,Small,,1/4,12,14,10,16,10,2,12,4,10,60,0,0,0,,,,0,0,0,1,0,0,0
"Dinosaur, Razorfeather Raptor",Monstrosity,Medium,,2,39,16,15,17,14,7,12,6,40,0,0,0,0,,,,0,0,0,1,0,0,0
"Dinosaur, Therizinosaurus",Beast,Huge,,5,95,13,21,9,17,3,14,7,40,0,0,0,0,,,,0,0,0,1,0,0,0
"Dinosaur, Thundercall Hadrosaur",Monstrosity,Huge,,11,168,16,24,9,18,4,13,7,40,0,0,0,0,thunder,,,1,0,0,1,0,0,0
Diomedian Horse,Beast,Large,,3,57,14,20,14,18,4,12,10,60,0,0,0,0,,,,0,0,0,2,0,1,0
Diplodocus,Beast,Gargantuan,,7,139,14,24,8,20,2,12,5,30,0,0,0,0,,,,0,0,0,1,0,0,0
Dipsa,Ooze,Tiny,,1/4,27,15,3,17,14,1,6,1,20,0,20,0,20,acid,,,1,0,0,2,1,0,0
Dipsa,Ooze,Tiny,,1/4,27,15,3,17,14,1,6,1,20,0,0,0,0,acid,False,False,1,1,1,2,1,0,0
Dire Centipede,Beast,Large,,2,45,13,14,10,12,1,10,3,30,0,0,0,30,,,,0,0,0,2,1,0,0
Dire Lionfish,Beast,Large,,6,136,15,17,15,17,3,12,10,0,0,60,0,0,,,,0,0,0,1,0,0,0
Dire Owlbear,Monstrosity,Large,,5,102,15,20,12,18,3,13,7,35,0,0,10,0,,,,0,0,0,3,0,1,1
Dire Pangolin,Beast,Large,,4,82,16,18,11,15,3,12,7,30,0,0,0,20,poison,,,1,0,0,1,0,0,0
Dire Tyrannosaurus Rex,Beast,Huge,,8,253,13,22,10,20,6,16,5,50,0,0,0,0,,,,0,0,0,1,0,0,0
Dire Wildebeest,Beast,Large,,7,150,14,19,16,14,2,10,5,50,0,0,0,0,,poison,,0,1,0,1,0,0,0
Dire Wolf,Beast,Large,"Hill, Mountains, Tundra, Forest, Grassland, Hills, Feywild",1,37,14,17,15,15,3,12,7,50,0,0,0,0,,,,0,0,0,1,0,0,0
Dire Wolf,Beast,Large,,1,30,13,16,14,14,2,12,6,50,0,0,0,0,,,,0,0,0,2,0,1,0
Diseased Giant Rat,Beast,Small,,1/8,7,12,6,14,10,2,10,4,30,0,0,0,0,,,,0,0,0,2,0,1,0
Dissimortuum,Undead,Medium,,7,112,15,14,10,16,8,11,18,30,0,0,0,30,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",,3,2,0,2,0,1,0
Dissimortuum,Undead,Medium,,7,112,15,14,10,16,8,11,18,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",False,3,2,1,2,0,1,0
Div,Elemental,Small,,5,99,17,18,14,15,9,13,16,30,0,0,0,0,"acid, fire",,,2,0,0,2,0,1,0
Divi,Elemental,Large,,11,172,18,22,12,22,5,6,6,30,30,0,30,0,acid,,,1,0,0,3,0,1,1
Divi Noble,Elemental,Large,,11,345,18,22,12,22,5,6,6,30,30,0,30,0,acid,,,1,0,0,3,0,1,1
Diving Gel,Ooze,Tiny,,1/4,17,13,3,16,13,3,6,1,5,0,40,0,0,"acid, fire, poison",,,3,0,0,2,0,1,0
Djinni,Elemental,Large,"Desert, Plane Of Air, Coastal",11,161,17,21,15,22,15,16,20,30,90,0,0,0,,"lightning, thunder",,0,2,0,2,0,1,0
Djinni,Elemental,Large,,11,172,16,18,22,22,14,16,20,30,90,0,0,0,"lightning, thunder",,,2,0,0,2,0,1,0
Djinni Noble,Elemental,Large,,11,344,16,18,22,22,14,16,20,30,90,0,0,0,"lightning, thunder",,,2,0,0,2,0,1,0
Djinni,Elemental,large,,11,216,17,20,22,22,14,24,28,30,90,0,0,0,,"lightning,thunder",,0,2,0,1,0,1,0
Dogmole,Beast,Medium,,1,71,14,14,17,15,2,12,10,30,0,10,10,0,,,,0,0,0,2,1,0,0
Dogmole Juggernaut,Monstrosity,Large,,5,126,15,21,14,20,2,10,2,30,0,10,10,0,,,,0,0,0,2,1,0,0
Dogmole,Beast,Medium,,1,58,14,14,17,15,2,12,10,10,0,0,30,0,False,False,False,1,1,1,2,1,0,0
Dogmole Juggernaut,Monstrosity,Large,,5,126,15,21,14,20,2,10,2,10,0,0,30,0,False,False,False,1,1,1,2,1,0,0
Dokkaebi,Fey,Medium,,2,78,12,16,15,14,13,9,12,30,0,0,0,0,,,,0,0,0,2,0,1,0
Domovoi,Fey,Medium,,4,93,15,19,13,18,6,10,16,30,0,0,0,0,,"acid, lightning",,0,2,0,2,0,1,0
Domovoi,Fey,Medium,,4,93,15,19,13,18,6,10,16,30,0,0,0,0,False,"acid, lightning",False,1,2,1,2,0,1,0
Doom Creeper,Plant,Small,,6,137,15,8,21,14,5,14,6,15,0,0,10,45,"bludgeoning, piercing",poison,cold,2,1,1,2,1,0,0
Doom Golem,Construct,Large,,10,153,17,24,13,16,3,10,1,30,0,0,0,0,,"cold, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine",,0,6,0,2,0,1,0
Doppelganger,Monstrosity,Medium,"Underdark, Urban, Sewer, Forest, Grassland, Ruin, Laboratory, Hills, Shadowfell, Caverns, Settlement",3,52,14,11,18,14,11,12,14,30,0,0,0,0,,,,0,0,0,2,0,1,0
Doppelganger,Monstrosity,Medium,,3,52,14,10,18,14,10,14,16,30,0,0,0,0,,,,0,0,0,2,0,1,0
Doppelganger,Monstrosity,medium,,3,80,14,10,18,14,10,16,18,30,0,0,0,0,,charmed,,0,1,0,1,0,1,0
Doppelixir,Ooze,Tiny,,1,45,13,11,17,14,3,12,7,20,0,20,0,20,"acid, fire, necrotic, slashing",,,4,0,0,2,1,0,0
Doppelrat,Monstrosity,Tiny,,2,22,13,2,17,14,2,13,2,15,0,15,0,15,,,,0,0,0,2,0,1,0
Doppelrat,Monstrosity,Tiny,,2,45,13,2,17,14,2,13,2,15,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Dorreq,Aberration,Medium,,4,93,15,19,19,13,11,8,6,20,0,0,0,15,"acid, cold, lightning",,,3,0,0,2,0,1,0
Dorreq,Aberration,Medium,,4,93,15,19,19,13,11,8,10,15,0,0,0,0,"acid, cold, lightning",False,False,3,1,1,2,0,1,0
Dracotaur,Dragon,Large,,6,110,17,21,17,16,10,13,15,50,0,0,20,0,,lightning,,0,1,0,2,0,1,0
Draft Horse,Beast,Large,"Urban, Settlement",1/4,19,10,18,10,12,2,11,7,40,0,0,0,0,,,,0,0,0,1,0,0,0
Draft Horse,Beast,Large,,1/4,22,10,18,10,14,2,10,6,40,0,0,0,0,,,,0,0,0,1,0,0,0
Dragon Cultist,Humanoid,Medium,,2,39,12,10,14,14,10,14,14,30,0,0,0,0,,,,0,0,0,1,0,0,0
Dragon Eel,Dragon,Huge,,12,230,18,26,12,20,14,13,14,20,0,60,0,0,,lightning,,0,1,0,2,0,1,0
"Dragon, Prismatic Adult",Dragon,Huge,,16,212,18,22,10,23,18,15,17,50,0,0,0,30,,radiant,,0,1,0,3,1,1,0
"Dragon, Prismatic Ancient",Dragon,Gargantuan,,21,407,20,25,10,27,20,17,19,50,0,0,0,40,,radiant,,0,1,0,3,1,1,0
"Dragon, Prismatic Wyrmling",Dragon,Medium,,2,39,16,15,10,15,14,12,13,30,0,0,0,15,,radiant,,0,1,0,3,1,1,0
"Dragon, Prismatic Young",Dragon,Large,,8,142,17,18,10,19,16,14,15,40,0,0,0,20,,radiant,,0,1,0,3,1,1,0
"Dragon, Sand Adult",Dragon,Huge,,18,270,20,24,12,25,14,18,16,40,80,0,30,0,piercing,fire,,1,1,0,3,1,1,0
"Dragon, Sand Ancient",Dragon,Gargantuan,,23,507,21,27,12,29,16,20,18,40,80,0,40,0,piercing,fire,,1,1,0,3,1,1,0
"Dragon, Sand Wyrmling",Dragon,Medium,,3,52,18,17,12,17,11,14,12,30,60,0,20,0,piercing,fire,,1,1,0,3,1,1,0
"Dragon, Sand Young",Dragon,Large,,11,189,19,20,12,21,13,16,14,40,80,0,20,0,piercing,fire,,1,1,0,3,1,1,0
Dragon Turtle,Dragon,Gargantuan,"Underwater, Coastal, Plane Of Water, Desert, Water",17,341,20,25,10,20,10,12,12,20,0,40,0,0,fire,,,1,0,0,2,0,1,0
Dragon Turtle,Dragon,Gargantuan,,17,264,21,24,10,22,14,16,16,20,0,40,0,0,"cold, fire",,,2,0,0,2,0,1,0
Dragon Turtle,Dragon,gargantuan,,17,318,20,24,22,32,10,24,12,20,0,40,0,0,fire,,,1,0,0,1,0,1,0
Dragonbound Warrior,Humanoid,Medium,,1/4,11,13,12,12,12,10,14,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Dragon Eel,Dragon,Huge,,12,195,18,26,12,20,14,13,14,60,0,0,0,0,False,lightning,False,1,1,1,2,0,1,0
"Dragonette, Barnyard",Dragon,Tiny,,1/4,18,13,14,12,15,8,13,13,30,0,0,0,0,,,,0,0,0,2,0,1,0
"Dragonette, Sedge",Dragon,Tiny,,1/2,27,13,14,10,16,10,14,11,20,0,50,0,0,poison,,,1,0,0,2,0,1,0
"Dragonette, Shovel",Dragon,Tiny,,1/2,33,12,14,11,16,8,13,10,20,0,0,30,0,,,,0,0,0,2,0,1,1
Dragonflesh Golem,Construct,Large,,10,115,18,22,7,20,3,10,1,30,0,0,0,0,"acid, cold, fire, lightning, poison","bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons",,5,3,0,2,0,1,0
Dragonleaf Tree,Plant,Large,,8,152,16,16,10,19,3,12,17,5,0,0,0,0,,"A dragonleaf tree enjoys the same immunities as its progenitor. Black, copper, and green trees are immune to acid damage; blue and bronze trees are immune to lightning damage; brass, gold, and red trees are immune to fire damage; and silver and white trees are immune to cold damage.",,0,10,0,2,1,0,0
Dragonleaf Tree,Plant,Large,,8,152,16,16,14,19,5,12,17,15,0,0,0,0,False,False,False,1,1,1,2,1,0,0
Drainpipe Gargoyle,Elemental,Medium,,2,45,15,14,10,16,8,14,8,30,60,0,0,0,"piercing and slashing damage from nonmagical, non-adamantine weapons",poison,,3,1,0,2,0,1,0
"Drake, Bakery",Dragon,Small,,3,82,14,13,16,18,11,14,17,30,60,0,0,0,fire,,,1,0,0,2,0,1,0
"Drake, Cactus",Dragon,Medium,,4,75,14,11,17,16,9,12,11,20,0,0,0,20,"fire, lightning",,,2,0,0,3,0,1,1
"Drake, Ethereal",Dragon,Large,,7,133,16,18,14,19,8,14,10,30,60,0,0,0,"cold, necrotic",poison,,2,1,0,2,0,1,0
"Drake, Reef",Dragon,Huge,,9,152,18,25,14,17,7,15,13,30,0,60,30,0,thunder,,,1,0,0,3,1,1,0
"Drake, Riptide",Dragon,Large,,11,231,17,22,9,20,11,16,10,20,0,60,0,0,cold,poison,,1,1,0,3,1,1,0
"Drake, Shepherd",Dragon,Medium,,5,110,16,12,16,18,12,20,17,25,50,0,0,0,,,,0,0,0,2,0,1,0
"Drake, Vapor",Dragon,Large,,6,119,15,14,19,17,7,15,7,30,50,20,0,0,cold,poison,,1,1,0,2,0,1,0
"Drake, Venom",Dragon,Large,,8,142,16,19,16,18,10,16,6,40,0,0,0,30,,poison,,0,1,0,2,0,1,0
Drakon,Beast,Large,,5,105,16,14,19,15,2,12,10,30,60,40,0,0,acid,,,1,0,0,2,0,1,0
Drakon,Dragon,Large,,5,105,16,14,19,15,2,12,10,40,30,0,0,0,acid,False,False,1,1,1,2,0,1,0
Dread Examiner,Aberration,Large,,21,322,19,20,16,22,25,23,25,30,30,30,0,0,"acid, cold, fire","poison; bludgeoning, piercing, and slashing damage from nonmagical attacks",,3,4,0,2,0,0,0
Dread Knight,Undead,Medium,,19,262,18,22,16,22,14,18,20,30,0,0,0,0,,"cold, fire, necrotic, poison",,0,4,0,2,0,0,0
Dread Knight Champion,Undead,Medium,,23,346,18,22,16,22,14,18,20,30,0,0,0,0,,"cold, fire, necrotic, poison",,0,4,0,2,0,0,0
Dread Troll,Giant,Large,,7,105,15,18,12,20,8,12,8,40,0,0,0,0,,,,0,0,0,2,0,1,0
Dread Walker Excavator,Construct,Large,,5,75,16,18,19,14,14,16,12,30,0,30,0,30,"bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic",,3,2,0,3,0,1,1
Dream Eater,Fiend,Medium,,5,75,15,15,18,17,16,13,20,30,20,0,0,0,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,,6,1,0,2,0,1,0
Dream Squire,Fey,Medium,,2,71,15,15,14,12,10,10,8,30,0,0,0,0,,,,0,0,0,2,0,1,0
Dream Wraith,Undead,Medium,,5,60,14,6,18,17,12,15,16,0,60,0,0,0,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",psychic,8,2,1,2,0,1,0
Dream Eater,Fiend,Medium,,5,75,15,15,18,17,16,13,20,20,30,0,0,0,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,False,6,1,1,2,0,1,0
Dretch,Fiend,Small,Abyss,1/4,18,11,11,11,12,5,8,3,20,0,0,0,0,"cold, fire, lightning",poison,,3,1,0,2,0,1,0
Dretch,Fiend,Small,,1/4,18,10,12,10,12,5,8,3,20,0,0,0,0,"cold, fire, lightning",poison,,3,1,0,2,0,1,0
Dretch,Fiend,small,,1/4,13,11,14,10,12,4,8,2,20,0,0,0,0,Demonic Resilience,Demonic Resilience,,1,1,0,1,0,1,0
Drider,Monstrosity,Large,"Underdark, Ruin, Feywild",6,123,19,16,16,18,13,14,12,30,0,0,0,30,,,,0,0,0,2,0,1,0
Drider,Monstrosity,Large,,6,114,17,18,16,18,10,16,12,30,0,0,0,30,poison,,,1,0,0,2,0,1,0
Drider,Monstrosity,large,,6,112,18,16,22,18,12,14,12,30,0,0,0,30,"Fey Ancestry,Monstrosity Resilience","poison,poisoned",,2,2,0,1,0,1,0
Drop Bear,Beast,Large,,3,42,12,20,10,16,2,12,4,40,0,0,0,40,,,,0,0,0,1,0,0,0
Droth,Aberration,Huge,,12,230,16,18,9,20,14,16,20,20,0,0,0,10,"cold, fire",acid,,2,1,0,2,1,0,0
Drow,Humanoid,Medium,Underdark,1/4,13,15,10,14,10,11,11,12,30,0,0,0,0,,,,0,0,0,2,0,1,0
Drow,Humanoid,medium,,1/4,12,15,14,14,10,10,10,12,30,0,0,0,0,Fey Ancestry,,,1,0,0,1,0,1,0
Drowned Maiden,Undead,Medium,,5,90,15,15,16,10,10,12,18,30,0,40,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","necrotic, poison",,3,2,0,2,0,1,0
Drowned Maiden,Undead,Medium,,5,90,15,15,16,10,10,12,18,40,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","necrotic, poison",False,3,2,1,2,0,1,0
Drudge Pitcher,Plant,Huge,,10,168,16,20,8,18,5,10,3,20,0,0,0,20,"bludgeoning, piercing",necrotic,fire,2,1,1,2,1,0,0
Druid,Humanoid,Medium,"Hill, Desert, Underdark, Mountains, Coastal, Tundra, Grassland, Swamp, Mountain, Forest, Arctic, Jungle, Hills",2,27,11,10,12,13,12,15,11,30,0,0,0,0,,,,0,0,0,1,0,0,0
Druid,Humanoid,Medium,,2,39,11,10,12,14,12,14,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Druid,Humanoid,medium,,2,66,11,10,12,12,12,16,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Dryad,Fey,Medium,"Jungle, Forest",1,22,11,10,12,11,14,15,18,30,0,0,0,0,,,,0,0,0,2,0,1,0
Dryad,Fey,Medium,,1/2,22,15,14,12,10,12,16,18,30,0,0,0,0,,,fire,0,0,1,2,0,1,0
Dryad,Fey,medium,,1,38,15,10,14,10,14,18,18,30,0,0,0,0,Fey Resilience,,,1,0,0,1,0,1,0
Dubius,Fiend,Small,,2,36,14,9,15,12,10,9,16,30,0,0,0,0,"cold, fire, lightning","poison, psychic ",radiant,3,2,1,2,0,1,0
Duelist,Humanoid,Medium,,5,90,16,18,18,16,10,12,14,40,0,0,0,0,,,,0,0,0,1,0,0,0
Duelist,Humanoid,Medium,,6,117,17,13,20,14,13,12,16,30,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Duergar,Humanoid,Medium,Underdark,1,26,16,14,11,14,11,10,9,25,0,0,0,0,poison,,,1,0,0,2,0,1,0
Duergar,Humanoid,medium,,1,32,16,14,10,14,10,10,8,25,0,0,0,0,"poison,poisoned,Duergar Resilience",,,3,0,0,1,0,1,0
Dullahan,Fey,Large,,11,178,17,19,18,20,13,15,17,60,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",necrotic,,3,1,0,2,1,0,0
Dullahan,Fey,Large,,11,178,17,19,18,20,13,15,17,60,0,0,0,0,"bludgeoning, piercing, and slashing damage from nonmagical attacks",necrotic,False,3,1,1,2,0,0,0
Dune Mimic,Monstrosity,Huge,,8,168,13,20,8,18,9,13,10,10,0,0,0,0,,acid,,0,1,0,3,0,1,1
Dune Mimic,Monstrosity,Huge,,8,168,13,20,8,18,9,13,10,15,0,0,0,0,False,"acid, fire",False,1,2,1,3,0,1,1
Duskthorn Dryad,Fey,Medium,,3,77,17,10,20,13,14,15,24,30,0,0,0,0,,,,0,0,0,2,0,1,0
Duskthorn Dryad,Fey,Medium,,3,77,17,10,20,13,14,15,24,30,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Dust Goblin,Humanoid,Small,,1/4,5,14,8,16,14,10,8,8,40,0,0,0,0,,,,0,0,0,2,0,1,0
Dust Goblin Chieftain,Humanoid,Small,,3,44,16,8,18,15,14,13,13,30,0,0,0,0,,,,0,0,0,2,0,1,0
Dust Grazer,Aberration,Large,,4,105,12,19,7,20,2,7,2,0,30,0,0,0,,poison,,0,1,0,2,1,0,0
Dust Mephit,Elemental,Small,"Desert, Plane Of Air, Plane Of Earth, Mountains",1/2,17,12,5,14,10,9,11,10,30,30,0,0,0,,poison,fire,0,1,1,2,0,1,0
Dust Mephit,Elemental,Small,,1/2,17,12,6,14,10,8,10,10,30,30,0,0,0,,poison,fire,0,1,1,2,0,1,0
Dust Mephit,Elemental,small,,1/2,27,12,4,14,10,6,12,10,30,30,0,0,0,,"lightning,poison,poisoned,prone","fire,thunder",0,4,2,1,0,1,0
Dust Goblin,Humanoid,Small,,1/4,16,14,8,16,14,10,8,8,30,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Dvarapala,Giant,Huge,,5,136,14,19,8,18,10,16,9,40,0,0,0,0,,,,0,0,0,2,0,1,0
"Dwarf, Angler",Humanoid,Medium,,4,65,15,16,11,15,9,14,7,25,0,0,0,25,poison,,,1,0,0,3,1,1,0
"Dwarf, Firecracker",Humanoid,Medium,,3,68,14,17,10,18,15,9,10,25,0,0,0,0,"fire, poison",,,2,0,0,2,0,1,0
"Dwarf, Pike Guard",Humanoid,Medium,,1/2,30,16,14,9,16,10,13,9,25,0,0,0,0,poison,,,1,0,0,2,0,1,0
"Dwarf, Pike Guard Captain",Humanoid,Medium,,5,93,18,16,9,19,10,13,12,25,0,0,0,0,poison,,,1,0,0,2,0,1,0
Dwarven Ringmage,Humanoid,Medium,,7,82,16,10,14,13,18,12,9,30,0,0,0,0,poison,,,1,0,0,2,0,1,0
Dwarven Ringmage,Humanoid,Medium,,7,136,16,10,14,15,18,12,9,30,0,0,0,0,poison,False,False,1,1,1,2,0,1,0
Eagle,Beast,Small,"Hill, Hills, Grassland, Mountains, Mountain, Desert, Coastal",0,3,12,6,15,10,2,14,7,10,60,0,0,0,,,,0,0,0,1,0,0,0
Eagle,Beast,Small,,0,3,12,6,14,10,2,14,6,10,60,0,0,0,,,,0,0,0,1,0,0,0
Eagle,Beast,small,,0,8,11,6,12,10,2,14,6,10,60,0,0,0,,,blinded,0,0,1,1,0,0,0
"Eagle, Giant",Beast,large,,1,40,13,16,16,12,8,14,10,10,80,0,0,0,,,blinded,0,0,1,1,0,0,0
Eala,Monstrosity,Small,,2,40,15,10,16,12,2,12,16,10,60,0,0,0,,fire,,0,1,0,2,0,1,0
Eala,Monstrosity,Small,,2,40,15,10,16,12,2,12,16,60,10,0,0,0,False,fire,False,1,1,1,2,0,1,0
Earth Dragon Wyrmling,Dragon,Medium,,3,58,17,14,12,14,12,14,10,30,30,0,40,0,damage from nonmagical weapons,,,1,0,0,3,0,1,1
Earth Elemental,Elemental,Large,"Underdark, Laboratory, Plane Of Earth",5,126,17,20,8,20,5,10,5,30,0,0,30,0,"bludgeoning, piercing, and slashing from nonmagical attacks",poison,thunder,3,1,1,3,0,1,1
Earth Elemental,Elemental,Large,,5,114,17,18,10,18,6,10,6,30,0,0,30,0,damage from nonmagical weapons,poison,thunder,1,1,1,2,0,1,0
Earth Elemental,Elemental,large,,5,114,17,20,8,20,6,10,4,30,0,0,30,0,Elemental Resilience,"lightning,Elemental Resilience",thunder,1,2,1,2,0,1,1
Eater Of Dust (Yakat-Shi),Aberration,Medium,,9,114,17,20,14,20,10,15,17,30,0,0,0,0,"acid, cold","bludgeoning, piercing, poison and slashing from nonmagical attacks",,2,4,0,2,1,0,0
Eater of Dust,Aberration,Medium,,9,114,17,20,14,20,10,15,17,30,0,0,0,0,"acid, cold; bludgeoning, piercing, and slashing from nonmagical attacks","lightning, poison",False,5,2,1,2,1,0,0
Echo,Fiend,Medium,,6,102,15,20,20,18,14,18,16,30,20,0,0,0,"cold, fire, lightning",poison,,3,1,0,2,0,1,0
Ecstatic Bloom,Celestial,Huge,,11,171,15,10,9,16,20,19,14,10,0,0,0,0,,radiant,fire,0,1,1,2,0,0,0
Edimmu,Undead,Medium,,4,75,15,1,19,16,12,13,13,0,60,0,0,0,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",,8,2,0,2,1,0,0
Edimmu,Undead,Medium,,4,75,15,1,19,16,12,18,13,60,0,0,0,0,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",False,8,2,1,2,1,0,0
Edjet,Humanoid,Medium,,3,52,14,17,12,14,10,13,13,30,0,0,0,0,fire,,,1,0,0,1,0,0,0
Edjet Initiate,Humanoid,Medium,,1/4,19,12,14,12,14,10,10,10,30,0,0,0,0,fire,,,1,0,0,1,0,0,0
Eel Hound,Fey,Medium,,2,77,14,19,16,13,6,13,16,30,0,40,0,0,,,,0,0,0,2,0,1,0
Eel Hound,Fey,Medium,,2,77,14,19,16,13,6,13,16,40,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Efreeti,Elemental,Large,"Desert, Plane Of Fire, Mountains",11,200,17,22,12,24,16,15,16,40,60,0,0,0,,fire,,0,1,0,2,0,1,0
Efreeti,Elemental,Large,,11,172,17,22,18,22,14,16,16,40,60,0,0,0,,fire,,0,1,0,2,0,1,0
Efreeti Noble,Elemental,Large,,11,344,17,22,18,22,14,16,16,40,60,0,0,0,,fire,,0,1,0,2,0,1,0
Efreeti,Elemental,large,,11,223,17,22,12,24,24,22,24,40,60,0,0,0,,fire,,0,1,0,1,0,1,0
Egret Harpy,Monstrosity,Medium,,2,75,12,16,14,17,11,14,15,30,60,0,0,0,,,,0,0,0,1,0,0,0
Einherjar,Humanoid,Medium,,7,119,18,19,16,19,10,14,11,30,0,0,0,0,piercing weapons that are nonmagical,,,1,0,0,3,0,1,0
Einherjar,Humanoid,Medium,,7,119,18,19,16,19,10,14,11,30,0,0,0,0,piercing from nonmagical attacks,False,False,1,1,1,2,0,0,0
